system,tier,target,term_name,term_index,true_coef_median,true_coef_ci_low,true_coef_ci_high,recovered_coef_median,recovered_coef_ci_low,recovered_coef_ci_high,abs_error_clean,rel_error_clean,zero_truth,error_display,error_type,selected_clean,active_true_clean,term_role,false_positive_count,selected_rate,active_true_rate
near_boundary_heston,6,a22,x,1,-7.652459197491616e-11,-1.5216727767608002e-10,5.0232772514022235e-11,-2.5248746806211623e-10,-0.0005316363164042,0.0001804167026495,1.7596287608720007e-10,,True,1.8e-10,abs,False,False,inactive_unselected,0,0.0,0.0
near_boundary_heston,6,a22,y,2,0.1599999696395196,0.159999964074249,0.1599999748664225,0.0735456968372048,0.0098680292001747,0.1485854820092474,0.0864542728023148,0.5403393075454734,False,0.540,rel,True,True,active_selected,0,0.5,1.0
near_boundary_heston,6,a22,x^2,3,1.953926379222801e-17,-1.5813997954816556e-17,4.8358574475032687e-17,7.354907257335642e-05,-1.1713929312010264e-14,0.0003710538677009,7.354907257333688e-05,,True,7.4e-05,abs,False,False,inactive_unselected,0,0.0,0.0
near_boundary_heston,6,a22,xy,4,9.576874759605948e-10,-6.056071315495391e-10,2.273624037858709e-09,1.2655609232182687e-09,-0.0061674930802442,0.0030983417415427,3.078734472576739e-10,,True,3.1e-10,abs,False,False,inactive_unselected,0,0.0,0.0
near_boundary_heston,6,a22,y^2,5,1.7117826078585897e-07,1.3382827880660798e-07,2.3819570995425345e-07,0.5762348582388216,0.3104165734647733,0.8963399938283413,0.5762346870605608,,True,0.576,abs,True,False,selected_zero_truth,1,1.0,0.0
near_boundary_heston,6,b1,1,0,0.0499999974044318,0.0499999967266668,0.0499999978957019,0.0521154993175934,0.0203269681919605,0.0602351365068869,0.0021155019131616007,0.042310040459603925,False,0.042,rel,False,True,active_missed,0,0.1,1.0
near_boundary_heston,6,b1,x,1,2.4011979988922406e-10,-1.5760570578493095e-10,4.776546129916683e-10,9.940374501483691e-10,-0.0090001474243201,0.0067337708485366,7.53917650259145e-10,,True,7.5e-10,abs,False,False,inactive_unselected,0,0.0,0.0
near_boundary_heston,6,b1,y,2,-0.4999999048077103,-0.4999999212481161,-0.4999998874745161,-1.2095909858644494,-2.656616131241289,-0.0950559275867554,0.7095910810567391,1.4191824323039286,False,1.42,rel,False,True,active_missed,0,0.2,1.0
near_boundary_heston,6,b1,x^2,3,4.640936779771119e-12,4.016075220529363e-12,5.451405251424954e-12,5.783104211174786e-12,2.6631026921273683e-13,8.575960424780978e-12,1.1421674314036675e-12,,True,1.1e-12,abs,False,False,inactive_unselected,0,0.0,0.0
near_boundary_heston,6,b1,xy,4,-3.0166883098576223e-09,-7.152625716862827e-09,1.9082191392658807e-09,-4.384905768368965e-08,-0.8134606966025576,9.241773430119459e-10,4.083236937383203e-08,,True,4.1e-08,abs,False,False,inactive_unselected,0,0.2,0.0
near_boundary_heston,6,b1,y^2,5,-5.361196298590358e-07,-7.460738541306117e-07,-4.193893314285984e-07,3.038695793979062,-5.535723881711646,14.033686441925612,3.0386963300986922,,True,3.04,abs,True,False,selected_zero_truth,0,0.7,0.0
near_boundary_heston,6,b2,1,0,0.0199999948295733,0.0199999934848785,0.0199999958064527,0.0213756549520975,0.0162645628314091,0.0242974118527229,0.0013756601225241999,0.06878302390808916,False,0.069,rel,False,False,inactive_unselected,0,0.0,0.0
near_boundary_heston,6,b2,x,1,4.78671005658809e-10,-3.142061924735297e-10,9.518981233607483e-10,-1.7494303507396635e-10,-0.0056586141557998,0.0076489808524751,6.536140407327754e-10,,True,6.5e-10,abs,False,False,inactive_unselected,0,0.0,0.0
near_boundary_heston,6,b2,y,2,-0.9999998101207086,-0.9999998428314044,-0.9999997753610816,-0.6656607142208717,-0.9580312317416012,-0.3823612554092441,0.3343390958998369,0.33433915938391956,False,0.334,rel,True,True,active_selected,0,0.8,1.0
near_boundary_heston,6,b2,x^2,3,1.8564314298186078e-12,1.6065461507897564e-12,2.1803885451467045e-12,2.0221020722757663e-12,1.3531989131218105e-12,3.048011434837956e-12,1.6567064245715851e-13,,True,1.7e-13,abs,False,False,inactive_unselected,0,0.0,0.0
near_boundary_heston,6,b2,xy,4,-5.9951144666526365e-09,-1.4229169417942068e-08,3.7913235924077314e-09,1.932726122222678e-09,-1.040761414677466e-08,0.3347012188572568,7.927840588875315e-09,,True,7.9e-09,abs,False,False,inactive_unselected,0,0.2,0.0
near_boundary_heston,6,b2,y^2,5,-1.070338727418207e-06,-1.489407929018713e-06,-8.368968668451773e-07,-0.6417946208699995,-2.6914132752172057,-5.99849473516948e-07,0.6417935505312721,,True,0.642,abs,True,False,selected_zero_truth,0,0.6,0.0
near_singular,4,a11,1,0,0.499999999949858,0.4999999999440208,0.499999999957304,0.0287736206133964,-16.655488201604186,0.4931395389444409,0.4712263793364616,0.9424527587674362,False,0.942,rel,True,True,active_selected,0,0.8,1.0
near_singular,4,a11,x,1,-3.2113704296613894e-14,-1.5143293994777436e-12,1.6016862773187081e-12,0.0041611059282998,-0.0656502788155238,2.5090055961047897,0.004161105928331914,,True,4.2e-03,abs,False,False,inactive_unselected,0,0.2,0.0
near_singular,4,a11,y,2,2.303274319123873e-13,-3.914431363120055e-13,4.93428676932883e-13,-0.0051593580998526,-0.269913468340924,0.0188867945141107,0.005159358100082927,,True,5.2e-03,abs,False,False,inactive_unselected,0,0.1,0.0
