name,url,path,commit,license_file,license,clone_status
Weak-Stochastic-SINDy,https://github.com/eshwarRA/Weak-Stochastic-SINDy,external/weak_stochastic_sindy_1d,119d06f424190775d58a544d14051836d3ee274d,external/weak_stochastic_sindy_1d/LICENSE,GPL-2.0,cloned
