system,tier,seed,run,variant_id,library,R,n_steps,dt,objective_drift_rel_l2,drift_rel_l2,diffusion_rel_l2,b1_rel_l2,b2_rel_l2,a11_rel_l2,a22_rel_l2,a12_rel_l2,a12_cosine,a12_sign_acc,psd_valid_pct,generator_action_error,scope_metric_contract,runtime_sec,run_status,error,traceback_tail
two_factor_vasicek,9-financial,9602,1,WG_SINDY_FROZEN,A,16,1600,0.003968253968253968,0.3279578624241835,0.3279578624241835,1.0,0.22636887177977325,0.41237291325464936,1.0,1.0,1.0,,0.0,1.0,0.3399988548345604,drift+tensor+psd,12.814986072015017,OK,,
near_singular,4,9603,2,WG_SINDY_FROZEN,A,16,1200,0.01,1.0363110053675295,1.0363110053675295,0.22975731337251448,0.551038174059169,1.4143452397854073,0.27678559453948903,0.20730357438930527,0.2034389984116283,0.9830934873664239,1.0,1.0,1.123800318539915,drift+tensor+psd,23.84168237601989,OK,,
underdamped_langevin,6,9603,2,WG_SINDY_FROZEN,B,16,1200,0.01,0.15207907931324752,0.15207907931324752,0.5233017717838581,0.14009239763395104,0.15757806777316952,,0.523144304901593,,,,1.0,0.2202004630528683,drift+tensor+psd,7.692107859998941,OK,,
near_boundary_heston,6,9603,2,WG_SINDY_FROZEN,D,16,1200,0.01,0.487670312424506,0.487670312424506,0.5045046419542988,1.4715458349532324,0.21996415615074194,0.5345136719781658,0.23815096558265103,0.24770770048566404,0.9719538732049009,1.0,1.0,0.6288302492762954,drift+tensor+psd,7.481499364017509,OK,,
nonpoly_drift,6,9603,2,WG_SINDY_FROZEN,G,16,1200,0.01,0.13429066427544056,0.13429066427544056,0.009348124969129143,0.09208429710691896,0.16985338007807008,0.002551680275253999,0.012971654044484504,,,,1.0,0.15747839414039425,drift+tensor+psd,21.364542977011297,OK,,
bad_coverage,6,9603,2,WG_SINDY_FROZEN,A,16,1200,0.01,0.510055252403353,0.510055252403353,0.9136783861086115,0.592788696686597,0.43426195937340467,0.9080151393884276,0.9175630192652591,,,,1.0,0.4993625683463585,drift+tensor+psd,5.75524158400367,OK,,
too_large_dt,6,9603,2,WG_SINDY_FROZEN,A,16,600,0.05,0.060331582776899775,0.060331582776899775,0.09635802357272003,0.06444335056416112,0.05524214528952709,0.07631127606745357,0.08410476990246532,,,,1.0,0.06347490290375932,drift+tensor+psd,6.395961344009265,OK,,
van_der_pol,7-limit-cycle,9603,2,WG_SINDY_FROZEN,B,16,1200,0.01,0.11276031890654482,0.11276031890654482,0.09397639032635934,0.056813049585013896,0.1184087333420368,0.01509700687905363,0.030372234839179443,,,,1.0,0.09049345393679613,drift+tensor+psd,9.594377369008726,OK,,
fitzhugh_nagumo,7-limit-cycle,9603,2,WG_SINDY_FROZEN,B,16,1200,0.01,0.20576549137935338,0.20576549137935338,0.025951137750418643,0.12878843627967554,1.5362512404412068,0.03670040571111354,5.763438272232689e-05,,,,1.0,0.660076193959668,drift+tensor+psd,10.342165598995052,OK,,
stuart_landau,7-limit-cycle,9603,2,WG_SINDY_FROZEN,B,16,1200,0.01,0.08624758646913912,0.08624758646913912,0.02443326451035384,0.07445025883196686,0.09678512241188521,0.0028091806258258977,0.00558759655367904,,,,1.0,0.09626381357489253,drift+tensor+psd,10.012902415008284,OK,,
brusselator,7-limit-cycle,9603,2,WG_SINDY_FROZEN,B,16,1200,0.01,0.013557268484500631,0.013557268484500631,0.33597437516329925,0.015416288122179201,0.011906182333781356,0.02358144209486927,0.2891274698480275,,,,1.0,0.01574013589788365,drift+tensor+psd,9.059286364004947,OK,,
