system,tier,target,term_name,term_index,true_coef_median,true_coef_ci_low,true_coef_ci_high,recovered_coef_median,recovered_coef_ci_low,recovered_coef_ci_high,rel_error_median,target_in_scope_rate,raw_selected_rate,selected_rate,active_true_rate,selected,raw_false_positive_count,paper_seed_false_positive_count,stable_false_positive,false_positive_count
too_large_dt,6,a22,x^2,3,0.10000000002292765,0.10000000002161528,0.1000000000242254,0.000606680628705214,6.08004959066543e-11,0.04499904059171498,0.9939331937143389,1.0,0.3,0.1,1.0,False,0,0,False,0
too_large_dt,6,a22,xy,4,-1.3856061497272947e-14,-9.12317533958521e-14,5.794038881116783e-14,-8.704660573155135e-16,-1.2115534971444578e-13,0.0011661474560488011,0.012985595439957434,1.0,0.1,0.1,0.0,False,1,1,False,0
too_large_dt,6,a22,y,2,-3.419279496673721e-14,-1.630566388389138e-13,1.5686786089641996e-13,1.6444052408424642e-13,-0.0036148050207575506,0.00022387334610354982,0.19863331905098364,1.0,0.1,0.0,0.0,False,1,0,False,0
too_large_dt,6,a22,y^2,5,0.10000000002134946,0.10000000001896306,0.10000000002222709,0.0035612580462816004,8.04696369247578e-11,0.03590726100139319,0.9643874195447871,1.0,0.2,0.1,1.0,False,0,0,False,0
too_large_dt,6,b1,1,0,-2.7857637183400673e-12,-5.9975945195168785e-12,3.891040575981391e-12,-0.008609891285498016,-0.042117952957511064,0.011202665163343678,3090675359.87674,1.0,0.6,0.0,0.0,False,6,0,False,0
too_large_dt,6,b1,x,1,-0.9999999999032565,-0.9999999999051636,-0.9999999999004329,-0.9364159807110508,-0.992872433534396,-0.8918418732314681,0.06358401919835703,1.0,1.0,1.0,1.0,True,0,0,False,0
too_large_dt,6,b1,x^2,3,9.539655582993921e-12,-1.2722474892661373e-11,2.1233917644785736e-11,5.132098984683414e-12,-2.3666493395022088e-11,1.0780919420854469e-11,0.46202470937920814,1.0,0.1,0.0,0.0,False,1,0,False,0
too_large_dt,6,b1,xy,4,1.985907772465765e-12,-3.964226653237713e-12,8.777676494398443e-12,1.857234760201528e-12,-3.542110577599693e-12,8.263069889659017e-12,0.06479304530062459,1.0,0.0,0.0,0.0,False,0,0,False,0
too_large_dt,6,b1,y,2,3.46516357763659e-14,-1.4478386528715072e-13,2.279730273171821e-13,-1.234041893545311e-14,-2.752703542940173e-13,1.2693546449607484e-13,0.04699205471181901,1.0,0.1,0.0,0.0,False,1,0,False,0
too_large_dt,6,b1,y^2,5,-3.7447541526744106e-16,-1.163943633443042e-15,2.0556346957285026e-16,-1.3099219452968728e-12,-6.043928135594783e-12,3.312825754219213e-12,1.3095474698816054,1.0,0.1,0.1,0.0,False,1,1,False,0
too_large_dt,6,b2,1,0,-1.4657612962058372e-12,-5.970612460001576e-12,3.3487353449328263e-12,-0.007852934465444014,-0.04091784561281606,0.028680023323570093,5357580722.25388,1.0,0.7,0.0,0.0,False,7,0,False,0
too_large_dt,6,b2,x,1,3.466224782444654e-14,-1.4476553783484288e-13,2.2796529074940475e-13,8.737931502503535e-16,-1.5385871234547525e-13,1.7801011933565307e-13,0.03378845467419619,1.0,0.1,0.0,0.0,False,1,0,False,0
too_large_dt,6,b2,x^2,3,6.719916707849572e-18,-5.27489972911192e-17,7.60002272261494e-17,-5.647845848867278e-13,-4.701131046444573e-12,3.4683190131783937e-12,0.5647913048034356,1.0,0.0,0.0,0.0,False,0,0,False,0
too_large_dt,6,b2,xy,4,4.487413304649262e-12,-7.083999396741666e-12,1.0170747550516357e-11,4.1953926085525405e-12,-6.345272658461356e-12,9.76022980603332e-12,0.06507550703969452,1.0,0.0,0.0,0.0,False,0,0,False,0
too_large_dt,6,b2,y,2,-0.9999999998814022,-0.999999999882607,-0.9999999998676484,-0.960472222136217,-1.0141612340052162,-0.9482485397396313,0.03952777774987314,1.0,1.0,1.0,1.0,True,0,0,False,0
too_large_dt,6,b2,y^2,5,6.333058783899738e-12,-1.496319944156635e-11,2.5806185113704907e-11,-1.3814332840272274e-12,-4.4650566625347295e-11,1.5822108514916127e-11,1.2181305007841055,1.0,0.1,0.1,0.0,False,1,1,False,0
two_factor_vasicek,9-financial,a11,1,0,0.0003239999997500722,0.0003239999995985151,0.000323999999794878,9.999999992286095e-21,9.999999987608667e-21,9.999999993669087e-21,1.0,1.0,0.0,0.0,1.0,False,0,0,False,0
two_factor_vasicek,9-financial,a11,x,1,8.438082235088837e-12,6.070964164191984e-12,1.0529906978611466e-11,2.604313775294316e-28,1.8736667453896069e-28,3.249733404548092e-28,1.0,1.0,0.0,0.0,0.0,False,0,0,False,0
two_factor_vasicek,9-financial,a11,x^2,3,-8.039572495083909e-11,-9.315665281682865e-11,-5.4723369391995534e-11,-2.4813591385780333e-27,-2.874974406937755e-27,-1.688904513994047e-27,1.0,1.0,0.0,0.0,0.0,False,0,0,False,0
two_factor_vasicek,9-financial,a11,xy,4,-5.4193641413392814e-11,-8.517077652873752e-11,-4.8879994809856646e-11,-1.6726886981930395e-27,-2.628579517111073e-27,-1.508571775081962e-27,1.0,1.0,0.0,0.0,0.0,False,0,0,False,0
two_factor_vasicek,9-financial,a11,y,2,5.515617029727072e-12,5.367537830748488e-12,1.0811943383328404e-11,1.7023495954476153e-28,1.6568886969101691e-28,3.3371643753061764e-28,1.0,1.0,0.0,0.0,0.0,False,0,0,False,0
two_factor_vasicek,9-financial,a11,y^2,5,-3.583110212821599e-11,-7.485701005204196e-11,-3.42995911928159e-11,-1.1059893770845636e-27,-2.310573214155105e-27,-1.0586025921315762e-27,1.0,1.0,0.0,0.0,0.0,False,0,0,False,0
two_factor_vasicek,9-financial,a12,1,0,0.00015119999988335415,0.00015119999981263663,0.00015119999990427345,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,False,0,0,False,0
two_factor_vasicek,9-financial,a12,x,1,3.938096211415221e-12,2.8331482654667213e-12,4.914083880413395e-12,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,0,0,False,0
two_factor_vasicek,9-financial,a12,x^2,3,-3.752051138612077e-11,-4.3473921225199374e-11,-2.55375051877768e-11,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,0,0,False,0
two_factor_vasicek,9-financial,a12,xy,4,-2.5293495274319333e-11,-3.974623653990393e-11,-2.2811205096918214e-11,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,0,0,False,0
two_factor_vasicek,9-financial,a12,y,2,2.5741799428258583e-12,2.505187889329393e-12,5.046037829687312e-12,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,0,0,False,0
two_factor_vasicek,9-financial,a12,y^2,5,-1.6721979490968917e-11,-3.493748960783637e-11,-1.6008187573645656e-11,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,0,0,False,0
two_factor_vasicek,9-financial,a22,1,0,0.0005759999995556624,0.0005759999992862557,0.0005759999996353166,9.999999992286095e-21,9.999999987608667e-21,9.999999993669087e-21,1.0,1.0,0.0,0.0,1.0,False,0,0,False,0
two_factor_vasicek,9-financial,a22,x,1,1.5001559553410653e-11,1.079311344404022e-11,1.8719363642015194e-11,2.604313775294316e-28,1.8736667453896069e-28,3.249733404548092e-28,1.0,1.0,0.0,0.0,0.0,False,0,0,False,0
two_factor_vasicek,9-financial,a22,x^2,3,-1.429226242220184e-10,-1.6560671116011723e-10,-9.728994653678976e-11,-2.4813591385780333e-27,-2.874974406937755e-27,-1.688904513994047e-27,1.0,1.0,0.0,0.0,0.0,False,0,0,False,0
two_factor_vasicek,9-financial,a22,xy,4,-9.634704095610677e-11,-1.5141163738153673e-10,-8.689886912788616e-11,-1.6726886981930395e-27,-2.628579517111073e-27,-1.508571775081962e-27,1.0,1.0,0.0,0.0,0.0,False,0,0,False,0
two_factor_vasicek,9-financial,a22,y,2,9.806016423982577e-12,9.545013631991234e-12,1.922236034573001e-11,1.7023495954476153e-28,1.6568886969101691e-28,3.3371643753061764e-28,1.0,1.0,0.0,0.0,0.0,False,0,0,False,0
two_factor_vasicek,9-financial,a22,y^2,5,-6.370946510677474e-11,-1.330892697274103e-10,-6.09795465744572e-11,-1.1059893770845636e-27,-2.310573214155105e-27,-1.0586025921315762e-27,1.0,1.0,0.0,0.0,0.0,False,0,0,False,0
two_factor_vasicek,9-financial,b1,1,0,0.02049997627148556,0.02049997118085801,0.020499983483526628,0.019138083513518422,0.009805852153184219,0.03018444985428234,0.06643386996800878,1.0,0.3,0.0,0.0,False,3,0,False,0
two_factor_vasicek,9-financial,b1,x,1,-1.099998161688184,-1.099998584580991,-1.0999979044645247,-0.8548344464983697,-0.9588484047991955,-0.6813115408460685,0.22287647718752346,1.0,1.0,0.8,1.0,True,0,0,False,0
two_factor_vasicek,9-financial,b1,x^2,3,-2.3894738242016982e-05,-2.6809583077528785e-05,-1.9306577113751852e-05,-1.7335495629602297e-05,-2.65450547915307e-05,-1.4589329469013495e-05,0.2745057320142885,1.0,0.1,0.1,0.0,False,1,1,False,0
two_factor_vasicek,9-financial,b1,xy,4,-5.185669128083427e-06,-7.870938157363463e-06,-4.821851564799799e-06,-3.67146643724362e-06,-6.547575391639717e-06,-2.5307109055797642e-06,0.29199755199179894,1.0,0.1,0.1,0.0,False,1,1,False,0
two_factor_vasicek,9-financial,b1,y,2,0.2499999995065553,0.24999995245578355,0.2500000100951473,2.0079783740965614e-07,-0.07806944443469423,0.3908470630026114,0.9999991968086488,1.0,0.6,0.2,1.0,False,0,0,False,0
two_factor_vasicek,9-financial,b1,y^2,5,1.456290581670939e-06,1.3860238333724615e-06,2.645832185965676e-06,-3.7210472976306024e-09,-1.6080961367106932,1.8022048595493498,1.002555154407001,1.0,0.4,0.4,0.0,False,4,4,False,0
two_factor_vasicek,9-financial,b2,1,0,0.03949998441092421,0.03949997141339065,0.03949998567332537,0.028423024043270538,0.02451100082962043,0.04168442314991723,0.28042948707063803,1.0,0.8,0.0,1.0,False,0,0,False,0
two_factor_vasicek,9-financial,b2,x,1,-0.14999962556010932,-0.14999969555971465,-0.1499995189144064,5.846023281590004e-08,-0.4211025315800851,1.4622160338761822e-07,1.0000003897358583,1.0,0.4,0.2,1.0,False,0,0,False,0
two_factor_vasicek,9-financial,b2,x^2,3,-3.267769309232569e-06,-3.6661051511569278e-06,-2.638919308037541e-06,-8.885838435131339e-09,-5.148310178824381e-06,-3.4949101088355056e-09,0.9972807632380823,1.0,0.1,0.1,0.0,False,1,1,False,0
two_factor_vasicek,9-financial,b2,xy,4,-3.1805203090346565e-06,-5.1195379375989935e-06,-2.8740710025516927e-06,-3.231989598812849e-06,-5.1912130167181875e-06,-1.5484909866752214e-06,0.01618266345666393,1.0,0.0,0.0,0.0,False,0,0,False,0
two_factor_vasicek,9-financial,b2,y,2,-0.6999994854912188,-0.6999995011808365,-0.6999990344194937,-0.4793867128116128,-0.8836159247841006,-0.4107437028040205,0.3151613354755437,1.0,0.9,0.8,1.0,True,0,0,False,0
two_factor_vasicek,9-financial,b2,y^2,5,-4.088333513134496e-06,-7.43090013697177e-06,-3.891062407883079e-06,-2.5919072226227927e-06,-9.836140722356958e-06,-1.946243110446818e-06,0.36602353641261626,1.0,0.2,0.2,0.0,False,2,2,False,0
underdamped_langevin,6,a11,1,0,0.0,0.0,0.0,0.012268196854643504,0.0077415451750335006,0.014675609372693247,12268196854.643503,1.0,1.0,1.0,0.0,True,10,10,False,0
underdamped_langevin,6,a11,x,1,0.0,0.0,0.0,-3.6007796052429613e-07,-8.0827234076042e-05,0.0005274471641350493,360077.96052429616,1.0,0.4,0.1,0.0,False,4,1,False,0
underdamped_langevin,6,a11,x^2,3,0.0,0.0,0.0,3.986457804124903e-06,-0.0019763927596726377,0.0002426546948988252,3986457.8041249034,1.0,0.5,0.3,0.0,False,5,3,False,0
underdamped_langevin,6,a11,x^2y,7,0.0,0.0,0.0,1.1735041295602327e-07,-0.00021770520313241652,0.003241666396101505,117350.41295602327,1.0,0.4,0.3,0.0,False,4,3,False,0
underdamped_langevin,6,a11,x^3,6,0.0,0.0,0.0,1.1769434221914679e-07,-0.00031751513998874037,1.225573174090091e-06,117694.3422191468,1.0,0.3,0.0,0.0,False,3,0,False,0
underdamped_langevin,6,a11,xy,4,0.0,0.0,0.0,0.00022125090586871225,-4.526900222507835e-06,0.000816112108887013,221250905.86871225,1.0,0.5,0.0,0.0,False,5,0,False,0
underdamped_langevin,6,a11,xy^2,8,0.0,0.0,0.0,5.566469594008076e-07,-0.0019496754167133154,1.5987466733532138e-05,556646.9594008076,1.0,0.5,0.1,0.0,False,5,1,False,0
underdamped_langevin,6,a11,y,2,0.0,0.0,0.0,0.001123097232650117,-3.869720068768277e-06,0.0036178698375239123,1123097232.6501172,1.0,0.7,0.3,0.0,False,7,3,False,0
underdamped_langevin,6,a11,y^2,5,0.0,0.0,0.0,4.2045067676414414e-05,-0.004520860915706839,0.009361025468856846,42045067.676414415,1.0,0.7,0.5,0.0,True,7,5,False,0
underdamped_langevin,6,a11,y^3,9,0.0,0.0,0.0,4.2039814867623905e-06,-0.0010342818607582535,0.0005162936553126608,4203981.4867623905,1.0,0.5,0.2,0.0,False,5,2,False,0
underdamped_langevin,6,a12,1,0,0.0,0.0,0.0,0.0020794511391484223,0.0009341468253928366,0.0023891251921381016,2079451139.1484225,1.0,1.0,0.9,0.0,True,10,9,False,0
underdamped_langevin,6,a12,x,1,0.0,0.0,0.0,6.660655401918725e-06,-3.010093072380896e-13,0.0007451373415153322,6660655.401918725,1.0,0.5,0.3,0.0,False,5,3,False,0
underdamped_langevin,6,a12,x^2,3,0.0,0.0,0.0,2.2049357751961698e-13,-0.0003874001069557629,6.55329420814641e-05,0.22049357751961698,1.0,0.6,0.0,0.0,False,6,0,False,0
underdamped_langevin,6,a12,x^2y,7,0.0,0.0,0.0,9.867743330882842e-14,-1.0147956156301353e-05,0.001699216072838933,0.09867743330882842,1.0,0.6,0.5,0.0,True,6,5,False,0
underdamped_langevin,6,a12,x^3,6,0.0,0.0,0.0,5.804361711778087e-14,-0.00036127754823463636,2.7378749416418784e-07,0.05804361711778087,1.0,0.4,0.1,0.0,False,4,1,False,0
underdamped_langevin,6,a12,xy,4,0.0,0.0,0.0,-1.879588887549685e-14,-0.0006788569437019646,0.00011672973558910125,0.01879588887549685,1.0,0.7,0.2,0.0,False,7,2,False,0
underdamped_langevin,6,a12,xy^2,8,0.0,0.0,0.0,-6.486443694615646e-14,-0.0010145698660739362,6.384195085864573e-05,0.06486443694615646,1.0,0.6,0.2,0.0,False,6,2,False,0
underdamped_langevin,6,a12,y,2,0.0,0.0,0.0,-8.731315269612324e-05,-0.0011468851746371852,0.0005478374210651184,87313152.69612324,1.0,1.0,0.4,0.0,False,10,4,False,0
underdamped_langevin,6,a12,y^2,5,0.0,0.0,0.0,0.0005449663566986922,-0.0013238731591169487,0.004298994289215383,544966356.6986922,1.0,0.9,0.9,0.0,True,9,9,False,0
underdamped_langevin,6,a12,y^3,9,0.0,0.0,0.0,3.205927662969707e-13,-0.0015723281291679307,0.001422469759933205,0.3205927662969707,1.0,0.7,0.6,0.0,True,7,6,False,0
underdamped_langevin,6,a22,1,0,0.9999999997696303,0.9999999997649496,0.9999999997945053,0.4785490399499228,0.2996266420578251,0.5719779467473642,0.5214509599398339,1.0,1.0,1.0,1.0,True,0,0,False,0
underdamped_langevin,6,a22,x,1,-3.482482237193027e-11,-5.17300061944838e-11,-2.8335868204307755e-11,-3.137120710023457e-06,-0.0031522621294614093,0.02012767004018283,90081.89192458476,1.0,0.4,0.1,0.0,False,4,1,False,0
underdamped_langevin,6,a22,x^2,3,1.1587212255302914e-10,1.1074028518318743e-10,1.1921102834431723e-10,5.028365402145636e-06,-0.07729788651735671,0.009463533101484943,43394.81679661036,1.0,0.5,0.3,0.0,False,5,3,False,0
underdamped_langevin,6,a22,x^2y,7,-1.652077722381532e-11,-3.1473888264652124e-11,-1.467150748213908e-11,4.576666100001451e-06,-0.008338762905838796,0.1252866445168008,277025.8662032689,1.0,0.4,0.3,0.0,False,4,3,False,0
underdamped_langevin,6,a22,x^3,6,2.963903042366355e-11,2.279722630885248e-11,5.002817212998437e-11,1.3173845162031471e-06,-0.01238309045966062,2.657293900644886e-05,44446.62522161853,1.0,0.3,0.0,0.0,False,3,0,False,0
underdamped_langevin,6,a22,xy,4,-5.969859792518211e-12,-7.130856826953288e-12,-4.048411713814104e-12,0.008777707562416309,-2.2662217034477386e-05,0.032188550831678764,1470337306.6461163,1.0,0.5,0.1,0.0,False,5,1,False,0
underdamped_langevin,6,a22,xy^2,8,2.421856458607373e-11,1.846102322792689e-11,3.750423171535367e-11,1.1939253388461067e-05,-0.07395396356308562,0.0004185303754767891,492978.3979337005,1.0,0.5,0.2,0.0,False,5,2,False,0
underdamped_langevin,6,a22,y,2,4.6822529449928815e-11,3.874866248467719e-11,9.044496572376736e-11,0.03334465568899564,3.900574259857774e-08,0.12988876521175208,712149814.0725459,1.0,0.7,0.3,0.0,False,7,3,False,0
underdamped_langevin,6,a22,y^2,5,2.2635082288508855e-10,2.102275295769632e-10,2.6049410822019963e-10,8.0348634339788e-06,-0.17666490473513174,0.32113825313536143,35496.38998765583,1.0,0.7,0.5,0.0,True,7,5,False,0
underdamped_langevin,6,a22,y^3,9,-7.93955194906993e-11,-1.529607365776464e-10,-6.667713324023022e-11,-1.0561466209815872e-05,-0.04126316723268344,8.691885109678794e-06,133022.45368560858,1.0,0.4,0.2,0.0,False,4,2,False,0
underdamped_langevin,6,b1,1,0,4.6823449163932056e-11,3.874890690021497e-11,9.044705666818758e-11,-0.05047024152347902,-0.06987168560774891,-0.04137225316051816,1077883890.9026704,1.0,0.9,0.0,0.0,False,9,0,False,0
underdamped_langevin,6,b1,x,1,-5.96967203165826e-12,-7.13130294953344e-12,-4.0481764244559056e-12,-3.795503683566506e-12,-5.312322585120061e-12,-1.6004436480355982e-12,0.36420231070680975,1.0,0.0,0.0,0.0,False,0,0,False,0
