system,tier,seed,run,variant_id,library,R,n_steps,dt,objective_drift_rel_l2,drift_rel_l2,diffusion_rel_l2,b1_rel_l2,b2_rel_l2,a11_rel_l2,a22_rel_l2,a12_rel_l2,a12_cosine,a12_sign_acc,psd_valid_pct,generator_action_error,scope_metric_contract,runtime_sec
heston_logsv,5,9107,6,WG_SINDY_FROZEN,D,16,2600,0.003968253968253968,0.6297045433893953,1.2672601581319434,0.05364567498146235,3.292151757963876,0.6297045433893953,0.047038185026562394,0.23167506742990115,0.07883815703189734,0.9994592810718729,1.0,1.0,1.453538801665838,tensor+leverage+b2_variance_drift; b1_log_price_drift_reported_null,14.735127218009438
diag_multiplicative,4,9107,6,WG_SINDY_FROZEN,A,16,1600,0.01,0.20954569995684047,0.20954569995684047,0.0741538869413328,0.18358870670458804,0.23848235589965142,0.06651477545136585,0.07005476404872653,,,,1.0,0.21961755860700993,drift+tensor+psd,16.670633364992682
nondiag_cholesky,4,9107,6,WG_SINDY_FROZEN,C,16,1600,0.01,0.2850105260741278,0.2850105260741278,0.054906308055583254,0.16713013993880252,0.40670259032276745,0.04781790186789223,0.06921222151743107,0.07052811851002246,0.9975333887360289,1.0,1.0,0.3497816998848474,drift+tensor+psd,17.033328360994346
nongradient_circulation,3,9107,6,WG_SINDY_FROZEN,B,16,1600,0.01,0.272185672750194,0.272185672750194,0.012052743630768557,0.2865357505807011,0.25648803108043816,0.0021435206637034506,0.01690983670004948,,,,1.0,0.30779226005645133,drift+tensor+psd,18.656436297984328
indep_ou,1,9108,7,WG_SINDY_FROZEN,A,16,1600,0.01,0.22449759944420714,0.22449759944420714,0.04077041390109789,0.30265368886572946,0.08202858291657988,0.03537249297223266,0.014520628433533689,,,,1.0,0.19767512640575996,drift+tensor+psd,11.786147849983536
cir_pair,5,9107,6,WG_SINDY_FROZEN,F,16,2600,0.003968253968253968,0.32837044720050174,0.32837044720050174,0.12621258807069743,0.37306048360805993,0.2697255708168717,0.034685187487769734,0.04086284386865426,0.24855004026077232,0.9919988545755972,1.0,1.0,0.37271673198474475,tensor+leverage+CIR_pair_drift,20.79435146698961
correlated_ou,1,9108,7,WG_SINDY_FROZEN,A,16,1600,0.01,0.4521874203557618,0.4521874203557618,0.05618995171495584,0.5454765108659418,0.3257596096451017,0.03817103648350961,0.01866305053938553,0.09666462714455612,0.9999999999999997,1.0,1.0,0.4353310770720258,drift+tensor+psd,9.75823909198516
coupled_ou,1,9108,7,WG_SINDY_FROZEN,A,16,1600,0.01,0.2215224716644733,0.2215224716644733,0.05107512759596429,0.301406807304508,0.08841421589380558,0.04475617874025528,0.0036376637105648537,,,,1.0,0.2180006013921249,drift+tensor+psd,9.787271267996402
rotational_ou,2,9108,7,WG_SINDY_FROZEN,A,16,1600,0.01,0.05410903982554662,0.05410903982554662,0.05296526261308196,0.06826910532634192,0.03448729507557198,0.02925912414916691,0.025709384346550655,,,,1.0,0.05743405637756314,drift+tensor+psd,9.84642123800586
spiral_sink_corr,2,9108,7,WG_SINDY_FROZEN,A,16,1600,0.01,0.08780732513779527,0.08780732513779527,0.044757119269487,0.10252246455989691,0.07371411507538315,0.02681257169857332,0.020148029420349874,0.0897835235845841,1.0000000000000004,1.0,1.0,0.09246140268100021,drift+tensor+psd,10.11757551197661
double_well_transverse,3,9108,7,WG_SINDY_FROZEN,B,16,1600,0.01,0.3613729957493046,0.3613729957493046,0.0064272078605688895,0.1144742283162109,0.45242855046145825,0.0069450241226747585,0.005863841889186879,,,,1.0,0.35234776057297246,drift+tensor+psd,14.289932041981956
gradient_potential,3,9108,7,WG_SINDY_FROZEN,B,16,1600,0.01,0.19612811636535302,0.19612811636535302,0.03220793813705047,0.25154429270168743,0.14961928808064232,0.009243993675949483,0.008877887731043347,,,,1.0,0.2018617388739788,drift+tensor+psd,16.489780660020187
heston_sv,5,9107,6,WG_SINDY_FROZEN,E,16,2600,0.003968253968253968,0.3806226946428075,0.35581318711174154,0.2128115605947081,0.3558121674120429,0.3806226946428075,0.21171613639133255,16875.569877638543,0.19448934309929963,0.9916363765578027,1.0,1.0,2355.4437052290236,tensor+leverage+b2_variance_drift; b1_log_price_drift_reported_null,40.632501952990424
diag_multiplicative,4,9108,7,WG_SINDY_FROZEN,A,16,1600,0.01,0.23554504194300005,0.23554504194300005,0.10005911248179532,0.30313375060167924,0.052483419854185434,0.11658413884893737,0.03854295884844898,,,,1.0,0.19818261594544612,drift+tensor+psd,16.501136521023
heston_logsv,5,9108,7,WG_SINDY_FROZEN,D,16,2600,0.003968253968253968,0.35974184362146455,0.49736383467567424,0.04954300036900214,1.3034443564989209,0.35974184362146455,0.04113454184478745,0.2980957657617339,0.05724676764089504,0.998381619224985,1.0,1.0,0.611776600060731,tensor+leverage+b2_variance_drift; b1_log_price_drift_reported_null,14.91898032600875
nongradient_circulation,3,9108,7,WG_SINDY_FROZEN,B,16,1600,0.01,0.2348127692434301,0.2348127692434301,0.024916562075196737,0.17663158257805633,0.28133145861699616,0.007942421426641793,0.004166567447345028,,,,1.0,0.2631572968598611,drift+tensor+psd,18.751685694005573
nondiag_cholesky,4,9108,7,WG_SINDY_FROZEN,C,16,1600,0.01,0.24383330392656238,0.24383330392656238,0.09406660007469274,0.24411175062239346,0.24334170125695406,0.08958293542671127,0.10377019238419409,0.12692295596587352,0.9961995461118236,1.0,1.0,0.2776221945317632,drift+tensor+psd,17.242963993019657
indep_ou,1,9109,8,WG_SINDY_FROZEN,A,16,1600,0.01,0.14694579375044228,0.14694579375044228,0.0383155076259065,0.06878928944682004,0.19663182920527966,0.040122310511247934,0.0007830807999353484,,,,1.0,0.1482780674420981,drift+tensor+psd,11.242031103989575
cir_pair,5,9108,7,WG_SINDY_FROZEN,F,16,2600,0.003968253968253968,0.4582493681828852,0.4582493681828852,0.3079991169416107,0.17430900181143333,0.6248893909652609,0.01876648202998885,0.3410458660485796,0.45907916463514353,0.9374906339774751,1.0,1.0,0.43657572452590454,tensor+leverage+CIR_pair_drift,18.712580380000873
correlated_ou,1,9109,8,WG_SINDY_FROZEN,A,16,1600,0.01,0.11030862124801952,0.11030862124801952,0.07062920150668953,0.1276591966935768,0.09183993438673492,0.06305077087468991,0.018147595559238165,0.10643534951457759,1.0,1.0,1.0,0.11635779707344937,drift+tensor+psd,9.859494200005429
coupled_ou,1,9109,8,WG_SINDY_FROZEN,A,16,1600,0.01,0.23955337310580493,0.23955337310580493,0.01742594700977934,0.0249173675380024,0.3515479822143969,0.006227156451833694,0.023844281932984705,,,,1.0,0.21733660983517974,drift+tensor+psd,10.02883915300481
rotational_ou,2,9109,8,WG_SINDY_FROZEN,A,16,1600,0.01,0.0730183000133784,0.0730183000133784,0.03619091356708926,0.038010951956514105,0.09628403291672048,0.015240778672887333,0.041429491694034086,,,,1.0,0.07760602798560531,drift+tensor+psd,9.566080933000194
spiral_sink_corr,2,9109,8,WG_SINDY_FROZEN,A,16,1600,0.01,0.06949130346447907,0.06949130346447907,0.04260195552111961,0.08017368699162952,0.060042608229203015,0.03624549805973576,0.01846630070976261,0.07257938749842635,1.0000000000000002,1.0,1.0,0.07638225989455735,drift+tensor+psd,10.448519733996363
double_well_transverse,3,9109,8,WG_SINDY_FROZEN,B,16,1600,0.01,0.1920814929016823,0.1920814929016823,0.004850300574456458,0.24501305267350718,0.15057506612878174,0.006859210188394118,4.546335420578898e-05,,,,1.0,0.1864750345661459,drift+tensor+psd,13.771149303996935
heston_sv,5,9108,7,WG_SINDY_FROZEN,E,16,2600,0.003968253968253968,1.151449339861435,0.05909490478359254,0.05360244663908691,0.05827727171809255,1.151449339861435,0.04652383350498921,16495.23690454485,0.03419347056895881,0.9995625258560854,1.0,1.0,1720.0385597176773,tensor+leverage+b2_variance_drift; b1_log_price_drift_reported_null,36.190762485028245
gradient_potential,3,9109,8,WG_SINDY_FROZEN,B,16,1600,0.01,0.282169382520219,0.282169382520219,0.01797469192536967,0.3706704245244541,0.20770672942042925,0.009713120649240117,0.02349115550323578,,,,1.0,0.2864284762552252,drift+tensor+psd,16.339124410005752
diag_multiplicative,4,9109,8,WG_SINDY_FROZEN,A,16,1600,0.01,0.22230648699971423,0.22230648699971423,0.12095883402763785,0.06174094774306484,0.3245636451660838,0.11029690759752274,0.13498943479121225,,,,1.0,0.22626608536611834,drift+tensor+psd,15.21634401800111
nongradient_circulation,3,9109,8,WG_SINDY_FROZEN,B,16,1600,0.01,0.28696360562975326,0.28696360562975326,0.025060800097002907,0.2887423363806753,0.2851606929582417,0.015291055161568555,0.016932261364325095,,,,1.0,0.31398426040441596,drift+tensor+psd,16.724221634009155
nondiag_cholesky,4,9109,8,WG_SINDY_FROZEN,C,16,1600,0.01,0.33922888037778826,0.33922888037778826,0.08432198269344136,0.3610283674410276,0.30240524257150625,0.08653880029268568,0.07631443114176538,0.15083408701890325,0.9968556764424584,1.0,1.0,0.38920281603889056,drift+tensor+psd,15.737150549015496
heston_logsv,5,9109,8,WG_SINDY_FROZEN,D,16,2600,0.003968253968253968,0.01950716231530195,0.27228362945587664,0.05680066121438794,0.9825812638587659,0.01950716231530195,0.04997129789726913,0.3227705866078433,0.04540909378100677,0.9989789790753087,1.0,1.0,0.3227317909705953,tensor+leverage+b2_variance_drift; b1_log_price_drift_reported_null,15.772647826990578
indep_ou,1,9110,9,WG_SINDY_FROZEN,A,16,1600,0.01,0.04641900425281156,0.04641900425281156,0.06504440366985424,0.026895216255713006,0.058604491767346556,0.05857604354916082,0.05315512749128484,,,,1.0,0.06032589116807428,drift+tensor+psd,10.639041601010831
cir_pair,5,9109,8,WG_SINDY_FROZEN,F,16,2600,0.003968253968253968,0.11868331324250321,0.11868331324250321,0.2906429510328842,0.16136656044926026,0.07273143971114031,0.017875437434886517,0.28887119913513887,0.454703770206815,0.9520119076428438,1.0,1.0,0.1450433169419967,tensor+leverage+CIR_pair_drift,18.356107274012174
correlated_ou,1,9110,9,WG_SINDY_FROZEN,A,16,1600,0.01,0.016133948675136036,0.016133948675136036,0.06773370750639757,0.020458385741467907,0.009134039745723943,0.02945917444194612,0.03365672040782849,0.12542719286655035,0.9999999999999999,1.0,1.0,0.025893838258030287,drift+tensor+psd,11.997055954008829
coupled_ou,1,9110,9,WG_SINDY_FROZEN,A,16,1600,0.01,0.11339380452414105,0.11339380452414105,0.02762063419254926,0.030404814678187647,0.1578003386213921,0.009514450220512073,0.013847982152593568,,,,1.0,0.10110069291627868,drift+tensor+psd,11.64813666799455
rotational_ou,2,9110,9,WG_SINDY_FROZEN,A,16,1600,0.01,0.056289545309521495,0.056289545309521495,0.01673363677137834,0.047954272686207666,0.06352327007765061,0.005615599378573146,0.02298900264935866,,,,1.0,0.06366350811673298,drift+tensor+psd,11.408473101007985
spiral_sink_corr,2,9110,9,WG_SINDY_FROZEN,A,16,1600,0.01,0.0542865080184121,0.0542865080184121,0.03202564952160871,0.07822387640147797,0.02081276455362536,0.0091963701558031,0.014315865636884553,0.07083061895738121,1.0,1.0,1.0,0.05232839085005282,drift+tensor+psd,11.206447945995023
double_well_transverse,3,9110,9,WG_SINDY_FROZEN,B,16,1600,0.01,0.2113569861006434,0.2113569861006434,0.05056853666043657,0.19995338529005463,0.2189090132541988,0.034676180000174674,0.03797659046781402,,,,1.0,0.23025350447609041,drift+tensor+psd,16.912150605989154
gradient_potential,3,9110,9,WG_SINDY_FROZEN,B,16,1600,0.01,0.22560252381982232,0.22560252381982232,0.02574968298037202,0.3144065986162822,0.09950275428980992,0.03556285343302582,0.007834271049717692,,,,1.0,0.19955805516875005,drift+tensor+psd,17.447616449004272
diag_multiplicative,4,9110,9,WG_SINDY_FROZEN,A,16,1600,0.01,0.08623985450002532,0.08623985450002532,0.11701342221285564,0.018582832641414956,0.11782090815457272,0.1327604785911627,0.04628328851172726,,,,1.0,0.09522818292264486,drift+tensor+psd,17.768219735997263
heston_sv,5,9109,8,WG_SINDY_FROZEN,E,16,2600,0.003968253968253968,0.02352439243300698,6.203747048138982,0.04246103687053161,6.204068107046483,0.02352439243300698,0.033483934714768154,11514.024024585942,0.03125521442789381,0.9995147246602435,1.0,1.0,1209.2066791272255,tensor+leverage+b2_variance_drift; b1_log_price_drift_reported_null,42.58804776502075
nongradient_circulation,3,9110,9,WG_SINDY_FROZEN,B,16,1600,0.01,0.21977946536847567,0.21977946536847567,0.019732366280042563,0.2161992051084242,0.22325751406866312,0.012769021436230831,0.01338416077462932,,,,1.0,0.24195109237577514,drift+tensor+psd,19.627543123002397
nondiag_cholesky,4,9110,9,WG_SINDY_FROZEN,C,16,1600,0.01,0.16469110687375238,0.16469110687375238,0.0722537199510198,0.015234332423339826,0.2442594660158345,0.06946997499804178,0.05738158891898098,0.3487328947884337,0.9711859003054482,1.0,1.0,0.17055059742134748,drift+tensor+psd,17.889386333001312
heston_logsv,5,9110,9,WG_SINDY_FROZEN,D,16,2600,0.003968253968253968,0.2317438789238753,0.8115659291039743,0.07168894066592986,2.517741090989404,0.2317438789238753,0.067746423375153,0.2716981705755208,0.07108232733063938,0.9981705298997136,1.0,1.0,1.144952306504388,tensor+leverage+b2_variance_drift; b1_log_price_drift_reported_null,16.69860400399193
cir_pair,5,9110,9,WG_SINDY_FROZEN,F,16,2600,0.003968253968253968,0.19232933831400714,0.19232933831400714,0.05899215663207588,0.18743672115053348,0.19863708679769,0.015350314209216155,0.07694875737293722,0.07478397457670907,0.9984862227362998,1.0,1.0,0.188843169560665,tensor+leverage+CIR_pair_drift,14.216668080014642
heston_sv,5,9110,9,WG_SINDY_FROZEN,E,16,2600,0.003968253968253968,0.23541940743740575,1.3747852029223397,0.17552102344258472,1.3748269843127092,0.23541940743740575,0.1732503260522466,17510.65692863464,0.38000256091100465,0.9918619447001658,1.0,1.0,2145.8500816299575,tensor+leverage+b2_variance_drift; b1_log_price_drift_reported_null,26.04989146499429
