system,seed,stat,true_value,recovered_value,abs_error
nongradient_circulation,9103,var_x,0.809321927304015,0.5367394898034688,0.2725824375005462
nongradient_circulation,9103,acf_x_lag1,0.9963057182206413,0.9954006980929188,0.0009050201277225334
nongradient_circulation,9103,mean_y,-0.042001115601674986,-0.19364218727247115,0.15164107167079616
nongradient_circulation,9103,var_y,0.18355789191546434,0.13100240840495536,0.05255548351050898
nongradient_circulation,9103,cov_xy,-0.007895751535291927,0.06150972327660053,0.06940547481189245
nongradient_circulation,9103,acf_y_lag1,0.98617342651169,0.9813720205237567,0.004801405987933327
nongradient_circulation,9103,crosscorr_lag1,-0.013659812832837417,0.23702938820433392,0.25068920103717135
diag_multiplicative,9103,mean_x,-0.05804850392837109,-0.5387773296454967,0.48072882571712566
diag_multiplicative,9103,var_x,0.2541201820491413,0.18046283955966877,0.0736573424894725
diag_multiplicative,9103,acf_x_lag1,0.988694175614205,0.9812308144720341,0.007463361142170943
diag_multiplicative,9103,mean_y,-0.008705753059400077,0.2003956192859906,0.20910137234539067
diag_multiplicative,9103,var_y,0.21764692594430537,0.07634509656645927,0.1413018293778461
diag_multiplicative,9103,cov_xy,-0.012190540679719659,0.009209497527352452,0.021400038207072113
diag_multiplicative,9103,acf_y_lag1,0.9891021903008074,0.9658050337088459,0.02329715659196152
diag_multiplicative,9103,crosscorr_lag1,-0.05203909841821014,0.08834193385755303,0.14038103227576315
nondiag_cholesky,9103,mean_x,0.03845986913057011,0.3439343791231624,0.3054745099925923
nondiag_cholesky,9103,var_x,0.12328760010888186,0.06940636218949604,0.053881237919385816
nondiag_cholesky,9103,acf_x_lag1,0.9888492021155653,0.9809380058397437,0.007911196275821597
nondiag_cholesky,9103,mean_y,0.005987791201357812,-0.14653886059026214,0.15252665179161995
nondiag_cholesky,9103,var_y,0.08002702342445821,0.0301795873956925,0.04984743602876571
nondiag_cholesky,9103,cov_xy,-0.0025725607800087535,-0.0018108284771571714,0.0007617323028515821
nondiag_cholesky,9103,acf_y_lag1,0.9890419249911989,0.9684011849981603,0.020640739993038615
nondiag_cholesky,9103,crosscorr_lag1,-0.025926170469332686,-0.02972053379672488,0.003794363327392195
heston_logsv,9103,mean_x,0.15315183992950102,0.30414395411139356,0.15099211418189254
heston_logsv,9103,var_x,0.19475925058510665,0.018100038564792968,0.17665921202031368
heston_logsv,9103,acf_x_lag1,0.9991802174622695,0.9983005280668388,0.000879689395430705
heston_logsv,9103,mean_y,0.036630595841639566,0.01640382120494748,0.020226774636692084
heston_logsv,9103,var_y,0.000693849101457963,9.974563320297187e-05,0.0005941034682549911
heston_logsv,9103,cov_xy,-0.00357748664182309,-0.0001812090895066065,0.0033962775523164834
heston_logsv,9103,acf_y_lag1,0.9904020805539264,0.9645905503641307,0.02581153018979576
heston_logsv,9103,crosscorr_lag1,-0.30533642887046664,-0.12129163321455247,0.18404479565591417
indep_ou,9104,mean_x,0.018846880113540555,-0.07418603539565817,0.09303291550919873
indep_ou,9104,var_x,0.43288689388531176,0.364036585001337,0.06885030888397475
indep_ou,9104,acf_x_lag1,0.9883580834228426,0.987549555447751,0.0008085279750915664
indep_ou,9104,mean_y,0.01912810966352694,0.12626998276266457,0.10714187309913764
indep_ou,9104,var_y,0.11346937457181147,0.1069133554724743,0.006556019099337174
indep_ou,9104,cov_xy,-0.0008331886331714594,0.02421483894394221,0.02504802757711367
indep_ou,9104,acf_y_lag1,0.978085636043999,0.9772312953903175,0.0008543406536815068
indep_ou,9104,crosscorr_lag1,-0.002380796654914378,0.12038203817926423,0.1227628348341786
correlated_ou,9104,mean_x,-0.033935262815577315,-0.028293504332354804,0.005641758483222511
correlated_ou,9104,var_x,0.42143927025502165,0.40621530263322797,0.015223967621793677
correlated_ou,9104,acf_x_lag1,0.9880301887400632,0.9892522529838544,0.0012220642437912321
correlated_ou,9104,mean_y,-0.008212286352249042,-0.17097689858031018,0.16276461222806113
correlated_ou,9104,var_y,0.1972375461011899,0.14567930560357012,0.051558240497619784
correlated_ou,9104,cov_xy,-0.1666497315450455,-0.11850033809338296,0.04814939345166254
